u,v,length
69185039,69444988,85.013
69185039,69219714,185.698
69185137,69185149,277.682
69185137,69600832,340.681
69185137,69420974,155.784
69185149,69328994,108.004
69185149,69185137,277.682
69185149,69328981,142.805
69185223,69185233,261.198
69185223,69133574,147.734
69185223,69199100,68.51
69185233,69185223,261.198
69185233,69440090,109.206
69185233,69195555,185.78
69185233,69185235,77.21199999999999
69185235,69185236,99.904
69185235,69269714,371.125
69185235,69185233,77.212
69185236,69185235,99.904
69185236,69207495,306.484
69185236,69207490,110.81
69185236,69185241,193.95499999999998
69185241,69189003,116.369
69185241,69318355,44.702999999999996
69185241,69185246,115.999
69185241,69185236,193.95499999999998
69185246,69614295,124.258
69185246,2496213761,28.183
69185246,69185241,115.999
69185246,69185254,237.904
69185254,69393787,112.55799999999999
69185254,69512819,195.95
69185254,69185246,237.904
69185260,69185264,138.959
69185260,3093433732,13.960999999999999
69185260,69439326,200.61599999999999
69185264,69185266,147.436
69185264,69185260,138.959
69185264,69457435,42.87
69185264,69439329,242.149
69185266,69185264,147.436
69185266,69205841,109.219
69185266,69205823,177.883
69185266,69205819,285.645
69185384,69185388,85.065
69185384,69214746,88.681
69185384,69469155,220.269
69185388,69185393,89.519
69185388,69185384,85.065
69185388,69508981,220.367
69185393,69185388,89.519
69185393,69308595,105.701
69185393,69185394,186.601
69185393,69308599,106.198
69185394,69185397,87.63
69185394,69359572,107.272
69185394,69185393,186.601
69185397,69185399,91.959
69185397,69185394,87.63
69185397,69519546,299.865
69185399,69185397,91.959
69185399,69191934,78.768
69185442,3594745111,131.404
69185442,69291250,177.767
69185442,69472232,69.882
69185452,69185479,10.575
69185452,69185457,108.19500000000001
69185452,3090667866,65.434
69185457,69185459,231.623
69185457,69185452,108.19500000000001
69185457,69575146,120.52799999999999
69185459,69303074,92.89
69185459,69185457,231.623
69185459,69303061,73.133
69185470,69185471,62.483
69185470,69375322,58.531
69185470,69510724,111.93700000000001
69185471,69185474,70.067
69185471,69185470,62.483
69185471,69508861,60.083
69185474,69185477,24.13
69185474,69185471,70.067
69185474,69510724,239.32999999999998
69185477,69185474,24.13
69185477,69290441,82.014
69185477,69185479,104.974
69185479,69375279,82.19
69185479,69185452,10.575
69185479,69185477,104.974
69185485,69185515,677.7919999999999
69185515,69185485,677.7919999999999
69185515,69300996,185.98100000000002
69185515,69300967,170.067
69185781,69185803,242.058
69185781,69324707,189.74200000000002
69185781,69324651,312.203
69185803,69324707,150.521
69185803,69185781,242.058
69185803,69421823,146.80599999999998
69185847,69185850,123.434
69185847,2507813673,92.691
69185847,69341783,339.165
69185847,69392523,73.158
69185850,69185847,123.434
69185857,69185870,204.793
69185870,69185857,204.79299999999998
69185870,5413244086,306.98400000000004
69186091,2496325831,95.674
69186091,69184016,427.591
69186091,69462812,83.26899999999999
69186105,2496325849,131.11
69186105,69274111,486.769
69186105,69186124,167.9
69186105,2496325831,106.42999999999999
69186124,69186137,400.651
69186124,69186105,167.9
69186124,69358073,216.925
69186137,69188072,324.645
69186137,69274111,220.548
69186137,69167930,386.23499999999996
69186137,69186124,400.651
69186176,69178713,87.91
69186513,5427855580,60.653
69186513,69388220,39.11
69186513,69186516,141.446
69186516,69186521,133.44299999999998
69186516,69329556,121.684
69186516,7511901967,65.479
69186521,69445288,121.549
69186521,69445336,52.611
69186527,69186543,91.253
69186527,69187612,151.975
69186527,69187627,349.3399999999999
69186543,69569280,61.122
69186543,69186569,298.563
69186543,69186527,91.253
69186569,69186543,298.563
69186569,69187622,185.301
69186569,69179666,252.734
69186604,69186610,207.068
69186604,2496211781,64.33399999999999
69186604,69383177,88.039
69186610,69186604,207.068
69186610,2496211757,117.488
69186610,69383177,218.26500000000001
69186620,69186623,94.087
69186623,69186625,144.963
69186623,69186620,94.087
69186623,69285115,85.523
69186623,69263721,69.952
69186625,69186628,137.28
69186625,69186623,144.963
69186625,69263723,70.287
69186625,69285117,88.529
69186628,69186625,137.28
69186628,69186648,178.963
69186628,69552490,139.57600000000002
69186648,69340293,11.509
69186648,69340293,85.596
69186648,69186628,178.96300000000002
69186702,5422153125,113.146
69186702,69186717,176.588
69186717,69186702,294.54400000000004
69186717,69186702,176.588
69186717,69446482,37.044
69186771,69186772,79.86699999999999
69186771,69305477,106.763
69186771,69305476,56.495000000000005
69186772,69635505,108.644
69186772,69461281,54.93
69186772,69186771,79.86699999999999
69186862,69186868,148.082
69186862,69236519,78.373
69186862,69569629,130.60500000000002
69186868,69186862,148.082
69186868,69553601,164.40200000000002
69186868,69229078,167.19299999999998
69186887,69128927,57.192
69186887,1117131046,112.979
69186894,69186899,46.864999999999995
69186894,339026482,18.435000000000002
69186899,69186894,46.864999999999995
69186971,69186972,96.583
69186971,69233320,162.313
69186971,69196624,130.28
69186972,69186971,96.583
69186972,69186974,94.385
69186972,69225718,182.56699999999998
69186974,69186977,109.38399999999999
69186974,69186972,94.385
69186974,69233322,209.238
69186974,560084662,25.369
69186977,69186974,109.38399999999999
69186977,69426155,73.70299999999999
69186977,69186991,288.487
69186991,69389146,96.234
69186991,69186993,71.953
69186991,69186977,288.487
69186993,69233284,259.423
69186993,69186995,71.662
69186993,69186991,71.953
69186995,69186993,71.66199999999999
69186995,69187000,74.06
69187000,69251232,205.479
69187000,69186995,74.06
69187000,69187002,275.121
69187002,7982156335,53.399
69187002,69293825,165.374
69187002,69187004,94.587
69187002,69187000,275.121
69187004,69244699,164.268
69187004,69244695,134.307
69187004,69187006,95.69800000000001
69187004,69187002,94.587
69187006,69187009,113.727
69187006,69216850,163.04399999999998
69187006,69216845,126.23100000000001
69187006,69187004,95.69800000000001
69187009,69187006,113.727
69187009,69233306,249.197
69187009,69187013,112.917
69187013,68175452,99.231
69187013,69499875,150.067
69187013,69435788,125.25400000000002
69187013,69187009,112.917
69187089,5428249799,12.397
69187089,69336804,73.44900000000001
69187090,69187089,84.15799999999999
69187090,69515925,70.172
69187091,69187090,75.613
69187091,69336796,74.695
69187381,69187388,93.29400000000001
69187381,69191531,33.497
69187381,69465389,136.26
69187388,69187381,93.294
69187412,69187423,214.901
69187412,1589709586,175.50599999999997
69187412,69454341,165.57899999999998
69187423,1589710113,85.86699999999999
69187423,69187412,214.901
69187423,69237118,207.306
69187439,69357813,190.617
69187439,69187475,80.595
69187439,69187475,812.0020000000001
69187475,69187478,107.086
69187475,69187439,80.595
69187475,69187439,812.0020000000002
69187475,69187735,224.762
69187478,69187475,107.086
69187478,69187484,178.565
69187478,69362949,270.98
69187484,69631204,150.639
69187484,69187744,101.276
69187484,69187478,178.565
69187612,69184170,61.148
69187612,7138638676,34.925
69187612,69186527,151.975
69187622,69260536,52.098
69187622,69184170,153.699
69187622,69186569,185.301
69187627,69186527,349.34
69187627,69257028,128.275
69187627,69490542,203.927
69187695,1600192453,11.702
69187695,69187705,100.368
69187695,69248455,313.533
69187705,1600192453,105.01199999999999
69187705,69187720,278.536
69187720,69248455,368.78
69187720,69187735,648.188
69187720,69187705,278.53600000000006
69187735,69187475,224.762
69187735,69187739,40.364
69187735,69187720,648.1880000000001
69187739,69358091,29.805
69187739,69187735,40.364
69187739,69187744,264.756
69187744,69187484,101.276
69187744,69187750,160.05199999999996
69187744,69187739,264.756
69187750,69358119,314.121
69187750,69187752,63.542
69187750,69187744,160.052
69187752,69233425,484.33099999999996
69187752,69184013,383.096
69187752,69187750,63.542
69187983,69188072,15.732
69187983,69393171,101.528
69188049,69188051,13.344
69188049,69102806,545.4159999999999
69188049,69358082,118.112
69188051,69188049,13.344
69188051,69188072,287.775
69188051,69216107,85.296
69188072,69187983,15.732
69188072,69186137,324.645
69188072,69188051,287.775
69188132,69192943,270.964
69188132,69188191,539.25
69188132,69421781,145.791
69188191,69324707,189.163
69188191,69188132,539.25
69188191,69192943,235.708
69188285,69165576,269.148
69188315,2507712036,107.675
69188315,2507712053,90.256
69188315,69188317,113.729
69188317,69416913,135.503
69188317,69188322,393.41200000000003
69188317,69188315,113.729
69188322,69416887,362.477
69188322,2507712042,138.143
69188322,69188317,393.41200000000003
69188322,69416861,114.873
69188343,2507712043,163.29399999999998
69188343,2507712042,86.447
69188343,69256449,481.90700000000004
69188347,69421182,222.33700000000005
69188347,69188348,56.128
69188347,2507712043,69.327
69188348,69590515,300.68
69188348,69188367,342.829
69188348,69188347,56.128
69188367,69195717,151.263
69188367,69188348,342.82899999999995
69188367,69342449,361.83399999999995
69188367,69188382,255.932
69188382,69454590,458.823
69188382,69188430,563.7
69188382,69188367,255.93199999999996
69188430,69188432,79.717
69188430,69454590,380.378
69188430,69188382,563.7
69188432,69188435,169.335
69188432,69188430,79.717
69188432,69231992,89.059
69188435,69188432,169.335
69188435,69215321,323.828
69188435,69188481,1003.1850000000001
69188435,69215296,528.669
69188481,69188435,1003.1850000000002
69188481,69234680,112.098
69188481,69290913,641.604
69188481,69188518,1148.3159999999998
69188518,69290937,881.7890000000001
69188518,69188481,1148.316
69188531,69169350,101.415
69188531,69188532,198.56300000000002
69188531,69169347,394.48900000000003
69188532,69188531,198.56300000000002
69188532,69188538,13.679
69188532,69292936,184.15199999999996
69188538,69188539,196.346
69188538,69169354,86.961
69188538,69188532,13.679
69188539,69188542,41.654
69188539,69188538,196.346
69188539,69169362,99.527
69188542,69188539,41.654
69188542,2496213755,139.697
69188542,2496213733,29.509
69188585,8505307337,242.77
69188585,69352043,108.88600000000001
69188585,69393787,123.712
69188617,69188619,104.67099999999999
69188617,69352590,122.512
69188617,69352560,311.859
69188619,2315418198,55.073
69188619,69188617,104.67099999999999
69188619,69541425,131.20299999999997
69188619,69489007,107.011
69188819,69188824,101.301
69188819,69200260,83.745
69188819,69259010,174.243
69188819,69190083,116.28200000000001
69188824,69188819,101.301
69188824,69166880,93.208
69188824,69462630,81.995
69188824,69190085,117.615
69188826,69200675,104.269
69188826,69190088,116.28099999999999
69188826,69166880,99.745
69189001,69189039,30.785
69189001,69189002,114.24
69189001,69207484,192.165
69189002,69189003,114.794
69189002,69567878,120.994
69189002,69207488,192.5
69189002,69189001,114.24
69189003,69189002,114.794
69189003,69614295,119.459
69189003,69207490,193.158
69189003,69185241,116.369
69189007,69189009,157.397
69189007,69573620,107.75800000000001
69189007,69478120,150.233
69189009,69189013,172.572
69189009,69478123,145.486
69189013,69189016,105.984
69189013,69362146,108.36800000000002
69189016,69195995,139.885
69189016,69189023,206.789
69189016,69195996,107.972
69189023,69443999,136.001
69189023,69189025,95.85
69189025,69357448,134.327
69189025,69189027,134.245
69189027,69478124,131.769
69189027,69167007,135.329
69189027,69189029,173.126
69189029,69167008,135.233
69189029,69189027,173.126
69189029,69189031,139.647
69189029,69430389,128.67
69189031,69167009,135.89899999999997
69189031,69478128,126.001
69189031,69189033,139.15900000000002
69189031,69189029,139.647
69189033,69372877,122.34
69189033,69167020,108.282
69189033,69189036,289.958
69189033,69189031,139.159
69189036,69167021,99.74799999999999
69189036,69189039,202.31699999999998
69189036,69189033,289.95799999999997
69189039,69189001,30.785
69189039,69189036,202.317
69189039,69292929,91.997
69189214,69189219,230.90900000000002
69189214,69251213,119.22200000000001
69189219,69189214,230.90900000000002
69189219,69429409,191.98399999999998
69189219,69355691,155.872
69189224,69168363,111.45100000000001
69189224,69189249,59.844
69189224,69230927,32.802
69189226,69189229,157.685
69189226,69168363,138.893
69189226,69350039,142.281
69189229,69648361,190.041
69189229,69189231,212.751
69189229,69189226,157.685
69189231,69606957,231.235
69189231,69189229,212.751
69189231,3701566529,150.258
69189249,3713678853,149.87
69189249,5674224731,225.454
69189249,69189224,59.844
69189264,69189268,234.234
69189264,69425011,115.899
69189264,1418255342,125.375
69189268,69237562,117.752
69189268,1278585286,139.121
69189268,69189264,234.234
69189269,1278585286,11.698
69189269,283214011,815.389
69189269,69401690,175.92600000000002
69189352,69167125,70.02
69189352,69322538,142.851
69189352,69322517,209.429
69189357,69167125,228.2
69189357,69369089,107.087
69189357,69419905,106.978
69189357,69189363,178.371
69189363,69363341,93.597
69189363,69189370,178.106
69189363,69189357,178.37099999999998
69189370,69189363,178.106
69189370,69255657,115.648
69189370,69364133,114.53900000000002
69189374,69189377,168.137
69189374,69225363,151.983
69189374,69225361,249.219
69189374,69190358,139.933
69189377,69189374,168.137
69189377,69189380,253.492
69189377,69220863,421.838
69189380,69189377,253.492
69189380,69446507,103.506
69189380,2507243791,178.99599999999998
69189402,69189404,131.034
69189402,69326353,92.903
69189404,69189402,131.034
69189404,69532476,87.406
69189404,69532473,51.71
69189412,69189414,106.111
69189412,69587891,115.656
69189412,2496231905,264.421
69189414,69189412,106.111
69189414,69357292,105.185
69189414,69551489,456.59999999999997
69189421,69464917,90.844
69189421,69189427,171.169
69189421,8975617525,42.856
69189427,69189421,171.16899999999998
69189427,69571918,103.749
69189427,69172726,184.73700000000002
69189461,2496187332,69.479
69189461,2496187375,100.46599999999998
69189461,69285706,154.505
69189527,69189528,189.147
69189528,69427237,121.583
69189528,69189527,189.14700000000002
69189528,5412045869,421.44199999999995
69189774,69189806,633.955
69189774,588870569,337.59100000000007
69189774,69463922,131.424
69189774,69573628,51.041000000000004
69189806,69189774,633.955
69189806,69193485,432.51099999999997
69189806,69189810,37.852000000000004
69189810,69189815,410.209
69189810,69189815,96.69800000000001
69189810,69189806,37.852000000000004
69189815,69189810,410.209
69189815,69189810,96.698
69189815,69189822,474.81100000000004
69189822,69178616,182.428
69189822,69189815,474.811
69189822,69193505,127.144
69189864,69189866,68.314
69189866,69189864,68.314
69189866,69189880,431.815
69189866,69437121,279.952
69189880,69189891,572.43
69189880,69189866,431.81499999999994
69189880,69372980,220.65599999999998
69189880,69570223,174.551
69189891,69189880,572.43
69189900,661041157,26.939
69189900,69209295,133.77
69189900,69189909,43.674
69189909,661041157,28.299
69189909,69189912,81.274
69189912,69436654,53.156
69189912,534429413,115.763
69189912,69189909,81.274
69189943,69189949,135.248
69189943,7062844538,226.844
69189949,69458633,75.965
69189949,69189957,88.904
69189949,69189943,135.24800000000002
69189957,69458633,75.25699999999999
69189957,69189994,343.973
69189957,69189949,88.904
69189994,1585265620,25.220000000000002
69189994,69190003,28.775999999999996
69189994,69189957,343.973
69190003,1585265620,29.466
69190003,69213535,38.495
69190003,69189994,28.776
69190048,69275346,220.958
69190048,69190052,117.443
69190048,69172654,94.637
69190052,69190055,92.551
69190052,69285265,264.058
69190052,69285250,84.166
69190052,69190048,117.44300000000001
69190055,69190052,92.551
69190055,69209321,347.91900000000004
69190055,69190056,38.674
69190056,69190058,40.687
69190056,69190055,38.674
69190056,69222146,122.233
69190056,69285250,162.179
69190058,69190056,40.687
69190058,69521895,118.615
69190058,69190060,104.04599999999999
69190060,69178156,74.597
69190060,69178145,249.416
69190060,69190058,104.04599999999999
69190061,69242057,217.709
69190061,69190062,201.493
69190061,69178156,72.56400000000001
69190062,69190065,41.589
69190062,69301909,171.39000000000004
69190062,69190061,201.493
69190065,69190062,41.589
69190065,69190067,96.42099999999999
69190067,69596482,171.003
69190067,69190065,96.42099999999999
69190067,69462614,196.65200000000002
69190067,69190069,90.09299999999999
69190069,69190071,76.283
69190069,69462618,198.566
69190069,69190067,90.093
69190071,69190069,76.283
69190071,69461283,89.389
69190071,69190075,159.45999999999998
69190075,69190077,8.006
69190075,69462620,199.087
69190075,69190071,159.45999999999998
69190077,69559442,87.665
69190077,69190078,68.278
69190077,69190075,8.006
69190078,69190079,202.931
69190078,69190077,68.278
69190078,69462620,271.8
69190079,69190078,202.931
69190079,69259010,113.15299999999999
69190079,69190081,123.25399999999999
69190081,69190083,49.788
69190081,69259268,85.288
69190081,69190079,123.25399999999999
69190083,69190081,49.788
69190083,69188819,116.282
69190083,69190085,101.32300000000001
69190085,69188824,117.61500000000001
69190085,69508853,86.296
69190085,69190087,90.652
69190085,69190083,101.32300000000001
69190087,69290454,86.885
69190087,69190085,90.652
69190087,69190088,93.95500000000001
69190088,69439718,86.868
69190088,69188826,116.281
69190088,69190090,117.94800000000001
69190088,69190087,93.955
69190090,69559455,86.238
69190090,69190097,115.756
69190090,69190088,117.94800000000001
69190097,69190099,50.039
69190097,69220549,85.83
69190097,69190090,115.756
69190099,69190101,66.051
69190099,69190097,50.039
69190099,69303106,631.192
69190101,69190099,66.051
69190101,69303082,86.421
69190101,69190110,728.95
69190110,69230005,542.521
69190110,69190101,728.95
69190110,2507768198,596.0280000000001
69190358,69422571,141.296
69190358,69190368,258.545
69190358,69189374,139.933
69190368,69225365,138.661
69190368,69190358,258.545
69190368,69529365,148.19899999999998
69190414,69190415,284.914
69190414,69582559,127.46099999999998
69190414,69528758,94.338
69190415,69190414,284.914
69190415,69203731,120.715
69190415,69203724,176.99
69190456,69178201,45.024
69190456,69097494,255.704
69190456,69237617,242.603
69190469,69234741,288.622
69190525,69190604,755.9599999999999
69190525,69454255,248.568
69190525,69454234,416.94899999999996
69190604,69190525,755.96
69190604,2508836149,197.476
69190604,69403284,558.9200000000001
69190676,69619495,45.369
69190676,69557630,101.968
69190676,69190695,195.262
69190695,69190700,97.472
69190695,69557632,103.112
69190695,69190676,195.262
69190700,69190695,97.472
69190700,69303630,63.343
69190700,69303621,251.815
69191100,69191135,924.1110000000001
69191100,69350491,352.96900000000005
69191100,69439625,180.515
69191135,69336976,87.14
69191135,69191100,924.1109999999999
69191135,69336984,98.45
69191148,69214454,67.401
69191148,69214484,327.7830000000001
69191148,69191157,98.344
69191148,69168716,127.74900000000001
69191157,69423209,98.53800000000001
69191157,69191162,64.494
69191157,69191148,98.344
69191162,69191165,57.019
69191162,69191157,64.494
69191162,69248722,123.97800000000001
69191165,69521085,6.699
69191165,69147500,123.79
69191165,69191162,57.019
69191171,69248728,111.295
69191171,69182943,199.69600000000003
69191171,69147500,215.05700000000002
69191171,1088436921,89.39299999999999
69191374,69191379,76.406
69191379,69191382,119.423
69191379,69191374,76.406
69191379,69266186,133.75400000000002
69191379,69176793,145.53
69191382,69191384,124.63
69191382,69191379,119.423
69191382,69238799,327.883
69191384,69191382,124.63
69191384,69191401,424.42599999999993
69191384,69238799,322.009
69191401,69191384,424.426
69191401,69238817,97.968
69191401,69238799,170.885
69191419,69191422,37.362
69191422,69191425,106.886
69191422,69191419,37.362
69191422,69665593,142.165
69191422,69285526,100.976
69191425,69191428,113.021
69191425,69191422,106.886
69191425,69292290,142.635
69191425,69285529,100.703
69191428,69191425,113.021
69191428,69546403,142.449
69191428,69285533,100.337
69191428,69191440,261.834
69191440,69194543,105.993
69191440,69191428,261.834
69191440,69194547,88.46300000000001
69191449,6016411377,222.48800000000003
69191449,69512620,129.759
69191449,1985859035,126.02900000000001
69191461,69191465,140.264
69191461,6016411377,113.704
69191461,69423200,126.88100000000001
69191465,69191461,140.264
69191465,69589355,134.774
69191465,69191471,200.19899999999998
69191471,69216019,69.53
69191471,69191480,230.97599999999997
69191471,69191465,200.199
69191480,69574396,142.269
69191480,69182898,220.979
69191480,69191471,230.97599999999997
69191490,69501986,69.034
69191490,69182898,133.997
69191490,69191494,142.382
69191494,69606883,205.994
69191494,69191497,114.923
69191494,69191490,142.382
69191497,1400950449,85.589
69191497,69462724,317.87
69191497,69191494,114.923
69191498,6707628938,80.719
69191498,69191500,89.322
69191498,1400950449,76.21600000000001
69191500,69191498,89.322
69191500,5649592815,17.367
69191510,69538754,36.544
69191510,69269196,246.84999999999997
69191510,69596679,254.565
69191510,69361592,119.594
69191531,69191540,138.063
69191531,69331432,36.808
69191531,69187381,33.497
69191531,69262906,282.286
69191540,69191531,138.063
69191540,69268531,321.62199999999996
69191540,69191547,125.952
69191547,69532259,70.082
69191547,69191561,145.968
69191547,69191540,125.952
69191547,1861925229,69.367
69191561,69097091,76.107
69191561,3103997617,70.601
69191561,69191547,145.968
69191561,69191585,105.05
69191585,69097092,74.601
69191585,2919090912,139.274
69191620,69250362,133.455
69191620,69407564,109.58500000000001
69191620,69191561,392.529
69191620,69097099,83.106
69191645,69452303,129.751
69191645,69191670,479.59999999999997
69191645,69452281,349.898
69191670,69191645,479.6
69191670,69541568,779.868
69191670,69430230,229.934
69191795,69191866,183.214
69191795,69563013,158.87
69191795,69233220,280.44
69191866,69191795,183.214
69191866,69563016,115.888
69191866,69191925,370.903
69191866,69255567,138.001
69191925,69191866,370.90299999999996
69191925,69255617,138.548
69191925,69489251,303.92600000000004
69191925,69191927,137.576
69191927,69519557,218.639
69191927,69579854,304.29
69191927,69191932,137.799
69191927,69191925,137.576
69191932,69519553,218.745
69191932,69576926,303.822
69191932,69191934,122.437
69191932,69191927,137.799
69191934,69519547,221.486
69191934,69191932,122.437
69192749,69233214,77.514
69192749,69159052,152.691
69192749,69192753,71.493
69192753,69173360,73.064
69192753,69215584,77.514
69192753,69159055,152.583
69192753,69192749,71.493
69192755,69192758,44.764
69192755,69173360,73.065
69192755,69233218,77.515
69192755,69159064,152.686
69192758,69192755,44.764
69192765,69192772,151.79500000000002
69192765,69552342,204.692
69192765,69634033,166.752
69192772,69192774,189.836
69192772,69552349,165.871
69192772,69192765,151.79500000000002
69192772,69552342,158.10600000000002
69192774,69192772,189.836
69192774,69574258,59.203
69192774,69192780,58.36
69192774,69364206,332.075
69192780,69192783,167.783
69192780,69574258,43.177
69192780,69192774,58.36
69192780,69539248,183.001
69192783,69192785,152.06
69192783,69192780,167.783
69192783,69595639,160.049
69192785,69192787,291.447
69192785,69192783,152.06
69192785,69571052,155.597
69192787,69192785,291.447
69192787,69442454,120.971
69192787,69442461,192.58800000000002
69192848,69192849,114.795
69192848,69357522,54.436
69192848,69357514,64.51400000000001
69192849,69221814,398.906
69192849,69192852,102.768
69192849,69192848,114.795
69192852,69192853,104.528
69192852,69192849,102.768
69192852,69263664,366.59599999999995
69192853,69636734,97.103
69192853,69192852,104.528
69192853,69192880,580.132
69192880,69255097,97.426
69192880,69636734,521.064
69192880,69192853,580.1320000000001
69192889,69192893,50.929
69192893,69192889,50.929
69192893,69442692,112.782
69192893,69474639,284.30699999999996
69192893,69349740,234.291
69192943,69192944,125.549
69192943,69188132,270.964
69192943,69188191,235.70800000000003
69192944,69192943,125.549
69192944,69192949,116.986
69192944,69252941,270.414
69192949,69275006,57.798
69192949,69192944,116.986
69192949,69192951,118.992
69192951,69192953,118.99
69192951,69252942,387.307
69192951,69192949,118.992
69192953,69192956,125.335
69192953,69192951,118.99
69192953,69252943,387.6
69192956,69192953,125.335
69192956,69328633,29.347
69192956,69252945,387.431
69192963,69490591,112.383
69192963,69192973,310.40700000000004
69192963,69172941,318.406
69192973,69192963,310.407
69192981,69192991,239.012
69192981,69536506,50.084
69192981,69270765,148.988
69192991,69193006,371.51800000000003
69192991,69192981,239.01200000000003
69192991,69388328,225.23999999999998
69193006,69193014,117.842
69193006,69192991,371.51800000000003
69193006,69550271,100.336
69193014,2253202317,161.598
69193014,69193006,117.842
69193014,69388328,435.60699999999997
69193021,2253202319,17.637
69193021,5466095725,52.385000000000005
69193175,69353584,201.713
69193175,69353584,287.94900000000007
69193175,69172733,204.431
69193188,69193197,122.549
69193197,69193188,122.549
69193197,69571948,95.145
69193197,69571930,61.293
69193465,69233166,27.034
69193465,588870569,34.922
69193465,69193467,294.579
69193467,69193469,82.637
69193467,69193465,294.579
69193467,69571659,237.39
69193469,69193472,16.38
69193469,69193467,82.637
69193469,69193475,367.87
69193472,69193469,16.38
69193472,69193475,87.208
69193472,69255105,77.893
69193475,69193472,87.208
69193475,69193469,367.87
69193475,69193476,77.56099999999999
69193475,69255105,45.608999999999995
69193476,69255107,92.755
69193476,69193480,92.813
69193476,69193475,77.56099999999999
69193480,69193485,99.016
69193480,69193476,92.813
69193485,69397715,290.024
69193485,69193480,99.016
69193485,69397709,229.507
69193485,69189806,432.511
69193505,69430415,146.88299999999998
69193505,69193512,119.28099999999999
69193505,69189822,127.144
69193512,69455134,142.53
69193512,8255302443,150.204
69193512,69193505,119.281
69193518,69508341,892.5560000000002
69193518,69193527,124.11999999999999
69193518,8255302443,216.982
69193527,69182141,139.0
69193527,69193529,213.939
69193527,69193518,124.12
69193529,69182144,138.668
69193529,69193533,136.416
69193529,69193527,213.939
69193533,69193539,183.96800000000002
69193533,69193529,136.416
69193533,69182121,91.639
69193539,69182126,130.951
69193539,69193543,136.003
69193539,69193533,183.968
69193543,69182129,125.346
69193543,69193551,132.765
69193543,69193539,136.003
69193551,69182134,138.396
69193551,69193560,118.568
69193551,69193543,132.765
69193560,69193571,193.392
69193560,69667277,262.022
69193560,69193551,118.568
69193571,69193560,193.392
69193571,69620392,99.48500000000001
69193571,69193575,104.119
69193575,69115767,760.9070000000003
69193575,69193576,128.686
69193575,69193571,104.119
69193576,69193580,10.314
69193576,69115767,473.649
69193576,69193575,128.686
69193580,69193576,10.314
69193580,69461150,319.503
69193580,69193587,156.239
69193587,69367798,239.236
69193587,69193601,404.27700000000004
69193587,69193580,156.239
69193601,69193619,640.6030000000001
69193601,69193619,403.86500000000007
69193601,69193587,404.27700000000004
69193601,69500443,62.196
69193619,5940874978,103.346
69193619,69193601,640.6030000000001
69193619,69193601,403.865
69193619,69500523,233.00399999999996
69193960,69193990,4.159
69193960,5437997317,331.822
69193960,69331145,216.415
69193988,69189007,138.453
69193988,69463920,151.119
69193990,69193988,137.884
69193990,69193960,4.159
69193990,69115569,153.171
69193996,69194009,253.007
69193996,69309441,123.242
69193996,69595588,121.57300000000001
69194009,69194011,135.207
69194009,69193996,253.007
69194009,69250941,101.527
69194011,69194009,135.207
69194011,69346369,121.204
69194017,69194018,88.512
69194017,69512819,166.595
69194017,69370555,163.24599999999998
69194018,69194019,88.624
69194018,69194017,88.512
69194018,69477045,164.817
69194018,69370557,163.707
69194019,69194020,87.957
69194019,69194018,88.624
69194019,69328835,163.884
69194019,69232390,89.899
69194020,69194019,87.957
69194020,69194024,10.636
69194020,69232391,90.452
69194024,69194020,10.636
69194024,69512833,383.126
69194024,69512833,116.983
69194450,69552437,133.366
69194450,69552431,188.457
69194459,7849539563,28.038
69194459,69552437,79.05
69194459,69439615,390.188
69194475,69194478,395.522
69194475,69551822,124.695
69194475,69242050,124.696
69194478,69194475,395.522
69194478,69242051,124.794
69194478,69364365,132.528
69194509,69285529,218.904
69194509,69194518,115.31000000000002
69194509,69292282,85.453
69194518,69285533,206.409
69194518,69194543,236.14199999999997
69194518,69194509,115.31
69194543,69191440,105.993
69194543,69194518,236.142
69194543,69285533,161.289
69194547,69194552,87.047
69194547,69191440,88.463
69194547,69576407,170.865
69194552,69428432,160.222
69194552,69428431,47.854
69194552,69194547,87.047
69194659,69194662,132.115
69194662,69194659,132.115
69194662,69631999,124.158
69194662,69489331,98.856
69194707,69194778,363.0
69194707,69194778,423.022
69194707,69523106,219.708
69194778,69194707,362.99999999999994
69194778,69194707,423.022
69194778,69280453,265.853
69195261,69176725,186.402
69195261,69314744,16.965
69195261,69344997,186.864
69195269,69195275,110.8
69195269,69176725,157.654
69195269,69339736,137.79
69195275,69195276,115.384
69195275,69407607,130.128
69195275,69195269,110.80000000000001
69195276,69195275,115.384
69195276,69176754,53.641
69195276,6461098343,412.664
69195303,3358461700,162.83199999999997
69195303,3358461083,216.269
69195303,6461098343,146.562
69195348,69230099,425.84600000000006
69195348,69195357,128.168
69195348,3358461082,559.8130000000002
69195357,69266619,821.5510000000002
69195357,69230099,322.84000000000003
69195357,69230117,719.3330000000001
69195357,69195348,128.16799999999998
69195542,69195549,102.822
69195549,69195542,102.822
69195549,69195551,120.107
69195549,69463282,163.87
69195549,69463272,221.903
69195551,69195555,200.05900000000003
69195551,69195549,120.107
69195551,69199123,162.843
69195551,69199100,362.185
69195555,69195551,200.05900000000003
69195555,69440101,393.658
69195555,69185233,185.78
69195562,69195569,314.283
69195562,69379674,141.43
69195562,69379659,112.76599999999999
69195569,69582361,106.415
69195569,69195562,314.28299999999996
69195569,69275060,102.612
69195578,69195580,85.065
