osmid,y,x
69179451,33.792008,-84.377447
69179460,33.792114,-84.377788
69179496,33.795305,-84.377835
69179502,33.694681,-84.376691
69179503,33.694656,-84.373829
69179650,33.76615,-84.475517
69179657,33.8228178,-84.378456
69179658,33.824437,-84.378448
69179661,33.826928,-84.378449
69179663,33.828043,-84.37845
69179666,33.828652,-84.37845
69180036,33.816708,-84.358622
69180042,33.818691,-84.357322
69180043,33.820044,-84.356396
69180224,33.731935,-84.402585
69180238,33.854655,-84.3542527
69180244,33.85667,-84.355112
69180278,33.858113,-84.35651
69180827,33.814207,-84.474038
69180829,33.813205,-84.47617
69181179,33.699735,-84.358909
69181187,33.699641,-84.356914
69181260,33.8698399,-84.4016587
69181292,33.871751,-84.402859
69181295,33.872793,-84.403443
69181490,33.736751,-84.423381
69181493,33.736745,-84.424838
69181498,33.808357,-84.485632
69181521,33.80966,-84.484792
69181528,33.752048,-84.456748
69181540,33.753593,-84.457985
69181571,33.760837,-84.443781
69181581,33.760751,-84.445188
69181583,33.760806,-84.445629
69181589,33.760483,-84.443122
69181869,33.818657,-84.474211
69181872,33.819,-84.473887
69181876,33.819887,-84.473044
69181878,33.820357,-84.472556
69182090,33.75824,-84.432489
69182091,33.759516,-84.432423
69182093,33.760861,-84.432354
69182121,33.7146433,-84.3685685
69182126,33.714409,-84.366694
69182129,33.713858,-84.365394
69182134,33.713302,-84.364177
69182140,33.715096,-84.372947
69182141,33.715091,-84.372353
69182144,33.715085,-84.370038
69182147,33.715082,-84.368575
69182155,33.677833,-84.487365
69182161,33.677752,-84.488053
69182168,33.677703,-84.490147
69182180,33.6781732,-84.494602
69182183,33.678083,-84.495307
69182212,33.675331,-84.50384
69182229,33.674849,-84.50571
69182230,33.674601,-84.506661
69182235,33.67387,-84.509236
69182254,33.673446,-84.51433
69182261,33.7857537,-84.4011658
69182263,33.7862095,-84.4011182
69182271,33.7815172,-84.4013059
69182273,33.782204,-84.401315
69182275,33.782869,-84.401325
69182277,33.78364,-84.401337
69182280,33.784504,-84.401354
69182865,33.7630213,-84.3579233
69182892,33.7637873,-84.3590234
69182898,33.7561434,-84.3547282
69182905,33.756608,-84.355508
69182915,33.758314,-84.356456
69182923,33.759756,-84.357776
69182924,33.75987,-84.357864
69182943,33.7615703,-84.3579731
69182945,33.762483,-84.357973
69182953,33.762949,-84.358053
69183210,33.684284,-84.488402
69183249,33.681275,-84.48708
69183256,33.678942,-84.487055
69183379,33.734604,-84.492001
69183380,33.733612,-84.492488
69183388,33.732128,-84.493195
69183395,33.730895,-84.493239
69183404,33.728974,-84.493461
69183621,33.761291,-84.433469
69183622,33.76124,-84.436538
69183642,33.724271,-84.47213
69183682,33.722734,-84.475495
69183695,33.8382087,-84.3808798
69183704,33.8381772,-84.3794773
69183706,33.838233,-84.377874
69183707,33.838199,-84.376365
69183713,33.838109,-84.375696
69183732,33.8381811,-84.3731391
69183738,33.824647,-84.418023
69183811,33.825001,-84.420764
69183854,33.758952,-84.497159
69183855,33.758944,-84.498204
69183856,33.758932,-84.499622
69183859,33.758923,-84.500701
69183864,33.758872,-84.494753
69183872,33.758964,-84.495809
69183877,33.758445,-84.488367
69183896,33.758805,-84.49238
69184006,33.745778,-84.473729
69184013,33.681088,-84.388767
69184016,33.680895,-84.388785
69184044,33.676261,-84.388842
69184046,33.675339,-84.388868
69184048,33.672738,-84.388942
69184129,33.75996,-84.477263
69184132,33.760258,-84.477239
69184134,33.762571,-84.477202
69184137,33.763795,-84.477183
69184140,33.81323,-84.456604
69184144,33.813363,-84.456245
69184149,33.815667,-84.4562
69184152,33.825614,-84.372
69184170,33.827255,-84.373933
69184188,33.707919,-84.379985
69184193,33.708104,-84.379567
69184194,33.708574,-84.378509
69184201,33.708729,-84.378205
69184211,33.756438,-84.412746
69184213,33.7581022,-84.4127033
69184215,33.759141,-84.412671
69184216,33.760458,-84.412648
69184220,33.76118,-84.412638
69184225,33.761857,-84.412629
69184227,33.762552,-84.41262
69184228,33.763443,-84.412607
69184229,33.764249,-84.412601
69184233,33.764945,-84.412595
69184235,33.766389,-84.412585
69184237,33.767329,-84.41259
69184239,33.768209,-84.412588
69184242,33.769136,-84.412585
69184243,33.770069,-84.412581
69184245,33.770707,-84.412579
69184248,33.771327,-84.412577
69184254,33.771326,-84.412446
69184256,33.772164,-84.4124391
69184258,33.7730561,-84.4124317
69184261,33.7740871,-84.4124232
69184265,33.775135,-84.4124145
69184268,33.77616,-84.412406
69184517,33.761832,-84.482869
69184518,33.761449,-84.485037
69184537,33.824652,-84.388032
69184539,33.825209,-84.387999
69185024,33.831289,-84.3524185
69185039,33.831673,-84.350593
69185137,33.81425,-84.386646
69185149,33.816329,-84.385393
69185223,33.735352,-84.366724
69185233,33.733688,-84.364894
69185235,33.7329955,-84.3648326
69185236,33.7321,-84.364745
69185241,33.730361,-84.364582
69185246,33.729328,-84.364436
69185254,33.727458,-84.363217
69185260,33.813644,-84.4688497
69185264,33.814826,-84.469338
69185266,33.81596,-84.470165
69185384,33.734416,-84.410498
69185388,33.733651,-84.410493
69185393,33.732846,-84.410481
69185394,33.731168,-84.410456
69185397,33.73038,-84.410443
69185399,33.729553,-84.410438
69185442,33.700623,-84.360844
69185452,33.773094,-84.410419
69185457,33.774067,-84.410413
69185459,33.77615,-84.410399
69185470,33.770733,-84.410561
69185471,33.7712949,-84.4105544
69185474,33.771925,-84.410547
69185477,33.772142,-84.410545
69185479,33.773086,-84.410533
69185485,33.735154,-84.475726
69185515,33.729356,-84.476059
69185781,33.735136,-84.498184
69185803,33.736454,-84.499789
69185847,33.816842,-84.4647937
69185850,33.8176541,-84.4657046
69185857,33.648749,-84.382516
69185870,33.649002,-84.380341
69186091,33.677732,-84.391319
69186105,33.677249,-84.39341
69186124,33.676348,-84.394613
69186137,33.672904,-84.395881
69186176,33.66826,-84.396828
69186513,33.749332,-84.409777
69186516,33.74806,-84.409762
69186521,33.7468736,-84.4098272
69186527,33.825759,-84.375212
69186543,33.826133,-84.37598
69186569,33.828634,-84.375714
69186604,33.721144,-84.36443
69186610,33.720496,-84.362338
69186620,33.710455,-84.395216
69186623,33.710471,-84.396233
69186625,33.710492,-84.3978
69186628,33.710509,-84.399284
69186648,33.710287,-84.400852
69186702,33.717973,-84.430867
69186717,33.716385,-84.430888
69186771,33.765466,-84.414717
69186772,33.765465,-84.415581
69186862,33.805615,-84.389948
69186868,33.806943,-84.389934
69186887,33.7684503,-84.3889094
69186894,33.768263,-84.387509
69186899,33.768263,-84.388016
69186971,33.751723,-84.365285
69186972,33.751963,-84.364281
69186974,33.752198,-84.3633
69186977,33.75247,-84.362163
69186991,33.752561,-84.359071
69186993,33.752544,-84.358293
69186995,33.752533,-84.357518
69187000,33.7525166,-84.3567172
69187002,33.752469,-84.353742
69187004,33.752458,-84.352719
69187006,33.752446,-84.351684
69187009,33.752432,-84.350454
69187013,33.7524248,-84.3492329
69187089,33.7549709,-84.3905005
69187090,33.755443,-84.389789
69187091,33.7558837,-84.3891662
69187381,33.7648745,-84.3871637
69187388,33.765461,-84.386442
69187412,33.881366,-84.352067
69187423,33.881076,-84.349783
69187439,33.688971,-84.38719
69187475,33.688982,-84.388061
69187478,33.688019,-84.388072
69187484,33.686421,-84.388231
69187612,33.826719,-84.374081
69187622,33.828621,-84.373708
69187627,33.823142,-84.374432
69187695,33.697594,-84.389871
69187705,33.6968176,-84.3893463
69187720,33.694473,-84.390285
69187735,33.689014,-84.39049
69187739,33.688665,-84.39037
69187744,33.686451,-84.389325
69187750,33.685104,-84.388727
69187752,33.684533,-84.388716
69187983,33.672938,-84.399559
69188049,33.675645,-84.399376
69188051,33.675525,-84.399377
69188072,33.672937,-84.399389
69188132,33.732055,-84.496878
69188191,33.733491,-84.500683
69188285,33.8583061,-84.3587239
69188315,33.750814,-84.494064
69188317,33.750801,-84.495294
69188322,33.750446,-84.499525
69188343,33.749866,-84.501781
69188347,33.74993,-84.504278
69188348,33.749843,-84.504876
69188367,33.748721,-84.508283
69188382,33.749044,-84.510964
69188430,33.74659,-84.515478
69188432,33.746801,-84.516302
69188435,33.747242,-84.518055
69188481,33.7462558,-84.5279727
69188518,33.747591,-84.539849
69188531,33.727477,-84.370551
69188532,33.72746,-84.368404
69188538,33.727583,-84.368402
69188539,33.727564,-84.366279
69188542,33.72758,-84.365829
69188585,33.7271014,-84.3606985
69188617,33.779969,-84.36001
69188619,33.7809076,-84.3600961
69188819,33.770478,-84.418655
69188824,33.771389,-84.418663
69188826,33.7731239,-84.4186211
69189001,33.730434,-84.368316
69189002,33.73041,-84.367081
69189003,33.730386,-84.36584
69189007,33.730397,-84.38795
69189009,33.730391,-84.386248
69189013,33.730374,-84.384382
69189016,33.730364,-84.383236
69189023,33.730345,-84.381
69189025,33.7303344,-84.3799636
69189027,33.730323,-84.378512
69189029,33.730306,-84.37664
69189031,33.730293,-84.37513
69189033,33.7302908,-84.3736252
69189036,33.730179,-84.370518
69189039,33.7301574,-84.3683304
69189214,33.748928,-84.352987
69189219,33.746867,-84.352725
69189224,33.7759268,-84.3936495
69189226,33.778178,-84.393617
69189229,33.779596,-84.393597
69189231,33.7815092,-84.3935719
69189249,33.7758785,-84.3942921
69189264,33.7866237,-84.3932817
69189268,33.78873,-84.393248
69189269,33.7900863,-84.393234
69189352,33.717034,-84.400961
69189357,33.716786,-84.404084
69189363,33.717012,-84.405974
69189370,33.717233,-84.407861
69189374,33.714687,-84.446728
69189377,33.713176,-84.446797
69189380,33.710899,-84.446926
69189402,33.734104,-84.394459
69189404,33.734105,-84.395876
69189412,33.697999,-84.380338
69189414,33.697999,-84.381485
69189421,33.755066,-84.426194
69189427,33.755033,-84.428035
69189461,33.716125,-84.392363
69189527,33.811966,-84.446767
69189528,33.813667,-84.446754
69189774,33.72501,-84.388063
69189806,33.7213919,-84.3831326
69189810,33.721253,-84.38276
69189815,33.720664,-84.381993
69189822,33.717404,-84.37881
69189864,33.7312859,-84.4725007
69189866,33.730672,-84.472472
69189880,33.727024,-84.47351
69189891,33.7245488,-84.478252
69189900,33.762532,-84.423571
69189909,33.762776,-84.423915
69189912,33.763498,-84.424047
69189943,33.8315594,-84.3679541
69189949,33.83212,-84.366658
69189957,33.832785,-84.36615
69189994,33.835149,-84.36391
69190003,33.835302,-84.36367
69190048,33.755564,-84.41754
69190052,33.75662,-84.4175208
69190055,33.7574523,-84.4175287
69190056,33.7578001,-84.4175282
69190058,33.758166,-84.417526
69190060,33.7591017,-84.4175257
69190061,33.760425,-84.417502
69190062,33.762237,-84.417482
69190065,33.762611,-84.417478
69190067,33.7634781,-84.4174867
69190069,33.764288,-84.417459
69190071,33.764974,-84.417452
69190075,33.766408,-84.417436
69190077,33.76648,-84.417436
69190078,33.767094,-84.417428
69190079,33.768919,-84.4174269
69190081,33.7700273,-84.4174055
69190083,33.770475,-84.417397
69190085,33.7713862,-84.4173906
69190087,33.7722014,-84.4173799
69190088,33.7730463,-84.4173698
69190090,33.774107,-84.41736
69190097,33.775148,-84.417354
69190099,33.775598,-84.417351
69190101,33.776192,-84.417347
69190110,33.782721,-84.4172193
69190358,33.715944,-84.446796
69190368,33.715971,-84.449591
69190414,33.777217,-84.351493
69190415,33.779779,-84.351447
69190456,33.752869,-84.450997
69190469,33.682803,-84.415124
69190525,33.853898,-84.447385
69190604,33.857715,-84.451533
69190676,33.656637,-84.3587336
69190695,33.6566377,-84.3566241
69190700,33.6566421,-84.355571
69191100,33.789285,-84.493608
69191135,33.796426,-84.489051
69191148,33.757548,-84.3642395
69191157,33.757568,-84.363184
69191162,33.757919,-84.362629
69191165,33.7582407,-84.3621487
69191171,33.7601806,-84.3593311
69191374,33.70943,-84.500716
69191379,33.709384,-84.501535
69191382,33.709297,-84.502819
69191384,33.709323,-84.504166
69191401,33.706393,-84.505721
69191419,33.691606,-84.542782
69191422,33.69127,-84.542783
69191425,33.690309,-84.542809
69191428,33.689293,-84.542844
69191440,33.687193,-84.542129
69191449,33.752934,-84.366172
69191461,33.7537655,-84.3626768
69191465,33.7540309,-84.3611936
69191471,33.7543917,-84.3590721
69191480,33.7550351,-84.3567037
69191490,33.756956,-84.353658
69191494,33.7579028,-84.3526227
69191497,33.7585774,-84.3516812
69191498,33.7595017,-84.3503294
69191500,33.7599573,-84.349534
69191510,33.817827,-84.381042
69191531,33.764804,-84.387516
69191540,33.7646498,-84.3889887
69191547,33.7646578,-84.3903512
69191561,33.7646339,-84.39193
69191585,33.7646517,-84.3930604
69191620,33.7645958,-84.3961483
69191645,33.788053,-84.463064
69191670,33.792122,-84.462247
69191795,33.724684,-84.405908
69191866,33.724697,-84.407889
69191925,33.725887,-84.411205
69191927,33.727124,-84.411235
69191932,33.728363,-84.411265
69191934,33.729464,-84.411283
69192749,33.722838,-84.402443
69192753,33.722843,-84.403216
69192755,33.722852,-84.404796
69192758,33.722855,-84.40528
69192765,33.740956,-84.435073
69192772,33.740888,-84.436683
69192774,33.740876,-84.438736
69192780,33.740855,-84.439354
69192783,33.740935,-84.441166
69192785,33.740969,-84.44281
69192787,33.741034,-84.445961
69192848,33.725861,-84.42733
69192849,33.725883,-84.428571
69192852,33.725902,-84.429682
69192853,33.725922,-84.430812
69192880,33.725146,-84.436471
69192889,33.705254,-84.541026
69192893,33.704796,-84.541031
69192943,33.732079,-84.499808
69192944,33.73095,-84.499825
69192949,33.730959,-84.50109
69192951,33.729889,-84.501109
69192953,33.728819,-84.501127
69192956,33.727692,-84.50115
69192963,33.7518012,-84.4821583
69192973,33.7516888,-84.4788112
69192981,33.8404475,-84.3770132
69192991,33.842593,-84.377161
69193006,33.845921,-84.377255
69193014,33.846656,-84.376344
69193021,33.8485466,-84.3742841
69193175,33.755297,-84.429286
69193188,33.7565694,-84.4299364
69193197,33.757446,-84.429148
69193465,33.7216823,-84.3882349
69193467,33.719867,-84.385917
69193469,33.719351,-84.385274
69193472,33.7192469,-84.3851487
69193475,33.718768,-84.384402
69193476,33.718368,-84.383715
69193480,33.717897,-84.382887
69193485,33.717701,-84.381844
69193505,33.71661,-84.377889
69193512,33.715976,-84.376849
69193518,33.7139926,-84.373675
69193527,33.713841,-84.372367
69193529,33.713838,-84.370054
69193533,33.7138195,-84.3685804
69193539,33.713233,-84.366721
69193543,33.712738,-84.365378
69193551,33.712067,-84.364192
69193560,33.71143,-84.363164
69193571,33.710388,-84.36149
69193575,33.709778,-84.360636
69193576,33.709014,-84.359591
69193580,33.708953,-84.359507
69193587,33.707971,-84.358301
69193601,33.705342,-84.355312
69193619,33.704403,-84.351178
69193960,33.7303934,-84.390938
69193988,33.730415,-84.389447
69193990,33.7304308,-84.3909379
69193996,33.771692,-84.441998
69194009,33.772655,-84.444478
69194011,33.773179,-84.445798
69194017,33.725769,-84.365479
69194018,33.724973,-84.365484
69194019,33.724176,-84.365489
69194020,33.723385,-84.365494
69194024,33.723384,-84.365379
69194450,33.781348,-84.492091
69194459,33.782708,-84.492501
69194475,33.705601,-84.513934
69194478,33.702044,-84.513922
69194509,33.690225,-84.539356
69194518,33.689212,-84.53953
69194543,33.687929,-84.541401
69194547,33.68655,-84.542684
69194552,33.685774,-84.542772
69194659,33.698071,-84.406667
69194662,33.698085,-84.408095
69194707,33.844681,-84.38558
69194778,33.847428,-84.385792
69195261,33.779699,-84.455245
69195269,33.782683,-84.454295
69195275,33.783136,-84.453236
69195276,33.783536,-84.452084
69195303,33.785445,-84.446575
69195348,33.787535,-84.43748
69195357,33.788397,-84.43659
69195542,33.7374827,-84.3628309
69195549,33.736558,-84.362834
69195551,33.735478,-84.362855
69195555,33.733679,-84.362885
69195562,33.734866,-84.450525
69195569,33.734958,-84.453913
69195578,33.73742,-84.456208
69195580,33.736655,-84.456211
69195677,33.75388,-84.392599
69195681,33.751044,-84.394793
69195683,33.750549,-84.395169
69195686,33.749438,-84.396036
69195688,33.7483918,-84.3968811
69195700,33.74744,-84.397299
69195707,33.7469947,-84.3969326
69195717,33.749965,-84.507621
69195772,33.753833,-84.509886
69195795,33.755819,-84.50991
69195806,33.757928,-84.509838
69195809,33.760263,-84.509755
69195903,33.756331,-84.402792
69195974,33.827021,-84.394263
69195984,33.791942,-84.367976
69195989,33.791808,-84.366967
69195995,33.731622,-84.383227
69195996,33.729393,-84.383243
69196566,33.805394,-84.448336
69196570,33.805426,-84.450631
69196624,33.751296,-84.366469
69196627,33.750158,-84.36598
69196629,33.748235,-84.3656853
69196631,33.746686,-84.365701
69196760,33.80568,-84.418877
69196940,33.712518,-84.41512
69197006,33.826322,-84.392399
69197023,33.826133,-84.39409
69197069,33.738519,-84.426574
69197073,33.735782,-84.426592
69197086,33.721356,-84.455467
69197088,33.721044,-84.455783
69197110,33.716276,-84.456101
69197121,33.715772,-84.456054
69197126,33.715103,-84.456881
69197139,33.716223,-84.455539
69197234,33.7508367,-84.4382473
69197238,33.749677,-84.438255
69197242,33.748823,-84.438275
69197246,33.748749,-84.438277
69197248,33.74783,-84.438298
69197253,33.7470835,-84.438817
69197262,33.744418,-84.438892
69197268,33.819353,-84.416992
69197273,33.819554,-84.418596
69197299,33.820884,-84.419869
69197393,33.8066996,-84.3938958
69197398,33.807348,-84.395169
69197401,33.807933,-84.396335
69197407,33.808429,-84.397884
69197414,33.808835,-84.399212
69197429,33.810025,-84.402251
69197438,33.810892,-84.403073
69197449,33.811046,-84.40388
69197458,33.810863,-84.405222
69197460,33.810545,-84.406428
69197461,33.810472,-84.406705
69197462,33.8102092,-84.4077971
69197492,33.809443,-84.411373
69197495,33.8094499,-84.412865
69197564,33.810161,-84.419312
69197567,33.810013,-84.421845
69197608,33.811288,-84.426632
69197649,33.811989,-84.430697
69197671,33.811046,-84.432319
69197905,33.8275724,-84.3874543
69197929,33.82763,-84.385041
69197957,33.827592,-84.383056
69197978,33.827294,-84.3824
69197997,33.826942,-84.380707
69197999,33.826935,-84.379569
69198038,33.811839,-84.39578
69198040,33.811148,-84.395548
69198887,33.707314,-84.382042
69198889,33.706192,-84.382052
69198891,33.70507,-84.382062
69198985,33.73008,-84.349336
69198989,33.730098,-84.350628
69198991,33.7301,-84.350757
69198994,33.730115,-84.351827
69198997,33.730118,-84.352199
69199000,33.730137,-84.354447
69199007,33.730145,-84.357156
69199010,33.730149,-84.35832
69199062,33.773909,-84.3919823
69199066,33.773903,-84.392857
69199068,33.773914,-84.394212
69199069,33.7739229,-84.3949162
69199081,33.7355256,-84.3592945
69199089,33.735512,-84.357827
69199100,33.735968,-84.366709
69199123,33.735484,-84.361094
69199126,33.7354851,-84.3599972
69199134,33.755186,-84.459438
69199138,33.757152,-84.459401
69199591,33.879092,-84.403931
69199596,33.879919,-84.40463
69199683,33.774167,-84.454061
69199692,33.774112,-84.455735
69199723,33.743702,-84.374193
69199732,33.744283,-84.373373
69199734,33.74425,-84.371324
69199735,33.744225,-84.369723
69199744,33.744268,-84.366724
69199746,33.7442664,-84.3652476
69199750,33.744248,-84.363794
69199756,33.768499,-84.451484
69199759,33.769812,-84.451489
69199763,33.770404,-84.451516
69199768,33.772216,-84.452252
69199770,33.776725,-84.452219
69199955,33.810259,-84.4811721
69199957,33.809907,-84.482197
69199964,33.8092306,-84.4259762
69199967,33.808986,-84.426256
69199974,33.809447,-84.4267762
69200114,33.7821105,-84.3863404
69200116,33.783258,-84.386289
69200118,33.784564,-84.386282
69200127,33.785636,-84.38626
69200202,33.831826,-84.43462
69200218,33.833187,-84.436198
69200238,33.761959,-84.366657
69200240,33.762112,-84.366654
69200242,33.763193,-84.366635
69200243,33.7639523,-84.3666219
69200260,33.770479,-84.419561
69200263,33.770479,-84.42045
69200281,33.726712,-84.357897
69200284,33.7256857,-84.358051
69200675,33.7731964,-84.4197452
69200679,33.774578,-84.419729
69200684,33.787985,-84.470426
69200688,33.788011,-84.472382
69200849,33.822059,-84.396122
69200856,33.821718,-84.396078
69200864,33.820318,-84.396338
69200921,33.817396,-84.398272
69200928,33.817419,-84.399837
69200937,33.817465,-84.4014
69200949,33.818857,-84.402724
69200963,33.819295,-84.402995
69201001,33.8206411,-84.4076285
69201007,33.820479,-84.409665
69201063,33.824305,-84.411969
69201082,33.751587,-84.432135
69201087,33.712035,-84.384782
69201091,33.711262,-84.384562
69201097,33.710425,-84.384444
69201106,33.709414,-84.384875
69201233,33.735047,-84.431659
69201238,33.733268,-84.431645
69201240,33.732052,-84.431651
69201243,33.730834,-84.431658
69201271,33.753486,-84.3853205
69201430,33.753801,-84.507587
69201431,33.753506,-84.507591
69201438,33.8432988,-84.3997293
69201458,33.84395,-84.401002
69201465,33.800643,-84.485251
69201475,33.800864,-84.483577
69201497,33.802581,-84.481202
69201980,33.797777,-84.47679
69201985,33.796692,-84.47679
69201989,33.796303,-84.476792
69201999,33.796693,-84.47686
69202001,33.796761,-84.476862
69202194,33.734069,-84.458241
69202214,33.735331,-84.459897
69202216,33.735231,-84.462263
69202232,33.734737,-84.463448
69202243,33.7319349,-84.4640456
69202254,33.7310348,-84.4653038
69202261,33.7305616,-84.468394
69202265,33.7379161,-84.3855557
69202267,33.737907,-84.384849
69202269,33.737897,-84.384083
69202277,33.7379585,-84.3815235
69202283,33.807606,-84.450731
69202291,33.782203,-84.356899
69202295,33.783887,-84.356902
69202382,33.7390779,-84.4337219
69202420,33.738057,-84.435312
69202424,33.737208,-84.435722
69202426,33.736894,-84.435873
69202429,33.73604,-84.436265
69202432,33.735098,-84.436658
69202442,33.7334178,-84.4375364
69202450,33.732327,-84.438354
69202456,33.730617,-84.440026
69202460,33.730017,-84.440613
69202462,33.729505,-84.441114
69202467,33.729047,-84.441606
69202468,33.728978,-84.441689
69202473,33.728559,-84.442254
69202475,33.728036,-84.443032
69202480,33.727697,-84.443535
69202485,33.727447,-84.443906
69202489,33.726766,-84.444926
69202493,33.726642,-84.445111
69202495,33.725842,-84.44631
69202498,33.723214,-84.450248
69202503,33.722024,-84.452031
69202524,33.721537,-84.456494
69202525,33.721777,-84.457854
69202527,33.722473,-84.461803
69202537,33.722514,-84.463019
69202544,33.7223687,-84.4635727
69202547,33.7221403,-84.4642143
69202549,33.721485,-84.465916
69202557,33.720639,-84.469215
69202558,33.720161,-84.471544
69202559,33.720009,-84.472284
69202565,33.719727,-84.473713
69202576,33.719875,-84.474893
69202601,33.720072,-84.482307
69202604,33.719941,-84.483668
69202610,33.7199,-84.484713
69202612,33.719886,-84.486338
69202616,33.719884,-84.488076
69202627,33.7201562,-84.4903031
69202629,33.720274,-84.490938
69202630,33.720596,-84.492784
69202640,33.721421,-84.495934
69202969,33.6935692,-84.5188115
69202973,33.693263,-84.5189358
69202976,33.692659,-84.519984
69202984,33.691896,-84.521267
69202999,33.69086,-84.522874
69203004,33.690043,-84.525139
69203014,33.688748,-84.527199
69203553,33.773454,-84.479088
69203587,33.774002,-84.477145
69203611,33.7725468,-84.4295114
69203641,33.761139,-84.454219
69203656,33.762587,-84.454767
69203666,33.763619,-84.455368
69203724,33.779783,-84.35336
69203731,33.779765,-84.350141
69203733,33.779751,-84.348826
69203962,33.713974,-84.353148
69203993,33.712196,-84.352877
69204000,33.798901,-84.3592
69204006,33.79897,-84.357414
69204012,33.798933,-84.356076
69204022,33.798545,-84.354821
69204027,33.798309,-84.354268
69204085,33.867263,-84.360939
69204090,33.867319,-84.361077
69204193,33.707854,-84.416147
69204200,33.7078,-84.41778
69204202,33.707798,-84.418199
69204213,33.707432,-84.42055
69204214,33.70705,-84.421572
69204219,33.706692,-84.42311
69204224,33.706687,-84.425449
69204562,33.7947813,-84.3880364
69204818,33.739033,-84.412716
69204833,33.739064,-84.414082
69204911,33.745729,-84.430609
69204915,33.745266,-84.43062
69204920,33.743905,-84.430645
69204923,33.742292,-84.430564
69204928,33.741382,-84.430597
69204930,33.740505,-84.430629
69204943,33.749523,-84.430987
69204946,33.748392,-84.430996
69204949,33.747343,-84.431004
69204967,33.80112,-84.463125
69205574,33.676779,-84.375478
69205632,33.820097,-84.393269
69205734,33.800419,-84.42448
69205741,33.8010192,-84.424784
69205758,33.7845853,-84.4885587
69205764,33.783204,-84.489386
69205766,33.781593,-84.489718
69205819,33.817735,-84.469179
69205823,33.816772,-84.468506
69205829,33.8148278,-84.4672959
69205841,33.815462,-84.471184
69205863,33.81795,-84.473087
69205905,33.809907,-84.360475
69205944,33.811623,-84.363314
69206174,33.772269,-84.401552
69206747,33.694069,-84.49596
69206973,33.810226,-84.482307
69206980,33.810013,-84.483229
69207007,33.778124,-84.369862
69207011,33.778122,-84.368285
69207018,33.7225476,-84.5287747
69207026,33.7217913,-84.5271112
69207123,33.664828,-84.380218
69207126,33.664188,-84.378758
69207140,33.663579,-84.375724
69207155,33.7613885,-84.3742796
69207168,33.763976,-84.373664
69207173,33.764858,-84.373539
69207181,33.766336,-84.373376
69207183,33.767635,-84.373211
69207187,33.767914,-84.373176
69207192,33.768709,-84.373077
69207194,33.769267,-84.373007
69207197,33.769889,-84.372929
69207205,33.77118,-84.372781
69207210,33.773146,-84.3728166
69207221,33.878889,-84.388256
69207236,33.880921,-84.389253
69207450,33.732493,-84.359881
69207454,33.732024,-84.359865
69207462,33.732035,-84.358599
69207471,33.732113,-84.356396
69207484,33.732162,-84.368286
69207488,33.732141,-84.367112
69207490,33.732121,-84.365943
69207495,33.7320845,-84.3614308
69207700,33.796134,-84.415861
69207710,33.7961,-84.417917
69207718,33.783313,-84.476377
69207768,33.8543122,-84.382666
69207775,33.8544439,-84.3824523
69207781,33.854438,-84.381028
69207788,33.854424,-84.378833
69207816,33.855338,-84.377786
69207837,33.856973,-84.376415
69207838,33.857181,-84.376042
69207861,33.857392,-84.373689
69207865,33.857075,-84.37217
69207912,33.857362,-84.36784
69207920,33.857481,-84.364645
69207931,33.857582,-84.362025
69207990,33.740043,-84.378934
69207994,33.740032,-84.377709
69207996,33.740019,-84.376295
69207998,33.740006,-84.374851
69208001,33.739995,-84.373625
69208008,33.7382253,-84.4123915
69208025,33.738058,-84.3934748
69208027,33.738073,-84.394581
69208030,33.738088,-84.395808
69208032,33.738104,-84.397033
69208035,33.73812,-84.398312
69208036,33.73813,-84.399157
69208040,33.738133,-84.399952
69208042,33.738135,-84.400841
69208046,33.738136,-84.401155
69208049,33.738137,-84.401633
69208051,33.738152,-84.40436
69208060,33.7382005,-84.4081592
69208064,33.738207,-84.410219
69208250,33.826799,-84.440297
69208255,33.8261089,-84.4397042
69208257,33.826088,-84.439166
69208267,33.8257048,-84.4397368
69208398,33.8205898,-84.3651162
69208496,33.797381,-84.354876
69208522,33.800163,-84.353499
69208564,33.80326,-84.351525
69208603,33.8025163,-84.4395827
69208630,33.805459,-84.437383
69208632,33.8055793,-84.4373066
69208645,33.8071703,-84.4355907
69208911,33.729355,-84.443923
69208920,33.729885,-84.443953
69209054,33.730886,-84.445125
69209064,33.729294,-84.446389
69209069,33.707705,-84.400575
69209103,33.705887,-84.401345
69209119,33.707494,-84.399444
69209152,33.77014,-84.513966
69209167,33.77312,-84.515044
69209276,33.731091,-84.395852
69209280,33.729638,-84.39572
69209282,33.72769,-84.39439
69209290,33.760282,-84.422268
69209292,33.761194,-84.422247
69209295,33.762121,-84.422211
69209299,33.760054,-84.42129
69209314,33.755735,-84.421308
69209319,33.756649,-84.4212968
69209321,33.757479,-84.421292
69209327,33.75957,-84.421278
69209927,33.7483992,-84.3513974
69209935,33.748104,-84.3492064
69210434,33.846575,-84.4206204
69210449,33.847712,-84.419357
69210465,33.658568,-84.376008
69211302,33.709792,-84.382834
69211304,33.708582,-84.38282
69211319,33.724891,-84.489398
69211357,33.723493,-84.49106
69211375,33.723508,-84.495682
69211379,33.723514,-84.496405
69211553,33.7528355,-84.3998833
69211559,33.7523253,-84.3999072
69211567,33.7514979,-84.3999054
69211573,33.751282,-84.399564
69211580,33.750266,-84.399158
69211620,33.678269,-84.51369
