osmid,y,x
68196102,33.739987,-84.333412
68196103,33.739947,-84.332125
68196118,33.739695,-84.322088
68196123,33.7397656,-84.3212764
68196141,33.740307,-84.318235
68196149,33.740143,-84.31389
68196164,33.740061,-84.311123
68196178,33.7400483,-84.3096836
68196188,33.7400046,-84.3080638
68196224,33.7398231,-84.3004314
68196227,33.7397864,-84.2994447
68196240,33.7395041,-84.2954741
68196245,33.739021,-84.293824
68196259,33.738892,-84.291139
68196327,33.745215,-84.341959
68196330,33.7442623,-84.341976
68196477,33.7566599,-84.3314138
68196485,33.760228,-84.331266
68196487,33.7608081,-84.3311717
68196519,33.7615064,-84.3310256
68196528,33.762151,-84.330362
68196531,33.763093,-84.330105
68196534,33.763754,-84.330094
68196535,33.764004,-84.330105
68196537,33.764848,-84.330119
68196556,33.7601562,-84.3491224
68196558,33.7605163,-84.3481783
68196565,33.7608241,-84.3469284
68196571,33.7610671,-84.3455443
68196574,33.7614733,-84.3432857
68196575,33.7617965,-84.341818
68196588,33.7624708,-84.3371008
68196599,33.7625132,-84.3351548
68196601,33.7623827,-84.3340846
68196603,33.7621118,-84.3329755
68196606,33.7618877,-84.332203
68196612,33.7607895,-84.32938
68196619,33.7604026,-84.3282897
68196627,33.7602918,-84.3255244
68196633,33.7605442,-84.3241712
68196643,33.761289,-84.3225766
68196645,33.7619189,-84.3215091
68196647,33.7629271,-84.3198152
68196649,33.7639737,-84.3180423
68196653,33.7645657,-84.3170003
68198187,33.768031,-84.347177
68198195,33.7679314,-84.3459573
68199219,33.796413,-84.344889
68199224,33.796639,-84.345956
68199230,33.796949,-84.345065
68199405,33.7510658,-84.3097113
68199408,33.752392,-84.30976
68199494,33.7494211,-84.333205
68199562,33.7740335,-84.3354281
68199564,33.7744716,-84.3350329
68199574,33.7744869,-84.3344876
68199579,33.774322,-84.334288
68199582,33.774267,-84.334222
68199586,33.774118,-84.334173
68199600,33.774139,-84.333476
68199609,33.7757711,-84.3337876
68199856,33.752393,-84.308212
68199859,33.7524028,-84.3067009
68199968,33.7422854,-84.3457995
68200604,33.764846,-84.334164
68200608,33.767468,-84.334145
68200611,33.768993,-84.334163
68200612,33.770513,-84.334163
68200613,33.771647,-84.334163
68203753,33.7490947,-84.3331986
68203756,33.749094,-84.33182
68203757,33.749078,-84.330438
68203763,33.747496,-84.3355045
68203777,33.748311,-84.335544
68203803,33.7488145,-84.3332163
68203815,33.749123,-84.327215
68203920,33.7986693,-84.3481
68203937,33.8050717,-84.3480408
68204046,33.751624,-84.292229
68204048,33.750689,-84.292288
68204058,33.748747,-84.292315
68204066,33.747054,-84.292042
68204071,33.745909,-84.291533
68204752,33.7500794,-84.3141428
68204754,33.7490669,-84.3141482
68204759,33.7482551,-84.3141321
68204761,33.747311,-84.314134
68205591,33.7475729,-84.3458382
68205616,33.7463436,-84.3475836
68206041,33.7511169,-84.31749
68206043,33.753203,-84.317439
68206045,33.755236,-84.317379
68207150,33.7510498,-84.3067025
68207711,33.7533827,-84.3317766
68207713,33.75157,-84.331759
68207715,33.747431,-84.331821
68207743,33.738889,-84.332158
68207747,33.737932,-84.332136
68208682,33.7425944,-84.347848
68208825,33.748828,-84.3112207
68208843,33.7480418,-84.3083882
68210498,33.730736,-84.329918
68210513,33.729786,-84.326768
68210706,33.735185,-84.344707
68210723,33.736156,-84.341734
68210929,33.7514919,-84.2960694
68210934,33.753638,-84.295992
68211318,33.743087,-84.2933175
68211320,33.7431498,-84.2926145
68211322,33.743491,-84.2915953
68211329,33.7425791,-84.2940557
68211331,33.7424904,-84.2933393
68211342,33.741898,-84.347193
68211351,33.739632,-84.34473
68211352,33.739063,-84.343997
68211354,33.738121,-84.342851
68211355,33.737933,-84.342707
68211356,33.737023,-84.34219
68211372,33.734004,-84.340314
68211373,33.733772,-84.340047
68211374,33.7332116,-84.3394029
68211380,33.732606,-84.338722
68211382,33.732093,-84.338103
68211383,33.7312726,-84.337212
68212032,33.7443029,-84.3477187
68212041,33.7435221,-84.3476946
68212379,33.767198,-84.34697
68212384,33.7680522,-84.3456582
68212386,33.7682873,-84.3450454
68212389,33.768445,-84.3446104
68212391,33.7687663,-84.3440092
68212393,33.768927,-84.343821
68212416,33.771208,-84.342434
68212427,33.7718425,-84.3416829
68212995,33.7533772,-84.3303589
68212999,33.751556,-84.330395
68213001,33.747429,-84.330422
68213176,33.7547545,-84.3291936
68213178,33.7533727,-84.3291921
68213748,33.756427,-84.3438506
68213751,33.7564242,-84.3420072
68213872,33.756873,-84.312815
68213873,33.757841,-84.312836
68213877,33.761095,-84.312823
68214105,33.7534326,-84.3447134
68214107,33.755429,-84.344652
68214207,33.7711919,-84.3416283
68214809,33.7533519,-84.3262329
68214812,33.749471,-84.326245
68215811,33.7425598,-84.3428921
68215819,33.7424313,-84.34133
68215831,33.7423038,-84.3399336
68215841,33.7423029,-84.3383345
68215875,33.7511073,-84.3162079
68215876,33.7496199,-84.3162028
68216759,33.753508,-84.294391
68216764,33.753433,-84.2932405
68216880,33.755388,-84.337313
68216883,33.7562961,-84.3372908
68216896,33.7576832,-84.3374813
68216899,33.7579273,-84.3374585
68216902,33.758166,-84.3374585
68216904,33.759253,-84.3374511
68219059,33.7515797,-84.293516
68219859,33.747568,-84.345445
68221067,33.771628,-84.33303
68222862,33.764852,-84.331834
68222865,33.767477,-84.331835
68222867,33.769007,-84.331841
68222869,33.770512,-84.331859
68222871,33.771627,-84.331866
68224300,33.7966765,-84.3463754
68224302,33.7976433,-84.3461758
68224766,33.7509685,-84.3272675
68224769,33.749464,-84.327223
68225133,33.7771904,-84.3480786
68225154,33.7797584,-84.3483385
68225788,33.7576687,-84.3385704
68225794,33.7576411,-84.3355102
68228068,33.7577742,-84.3438368
68228070,33.757795,-84.342739
68228562,33.729044,-84.332992
68228564,33.728619,-84.331975
68230580,33.76481,-84.325255
68230608,33.768394,-84.324654
68233220,33.754468,-84.325672
68233222,33.75443,-84.324673
68233223,33.7543969,-84.3231872
68233225,33.7543839,-84.3217592
68234435,33.729082,-84.3342659
68236311,33.7573319,-84.340716
68236315,33.7573665,-84.3386158
68236827,33.76272,-84.323438
68236871,33.762262,-84.324101
68237149,33.755438,-84.339765
68237646,33.7747962,-84.3368221
68237649,33.7748456,-84.3370105
68237672,33.7741727,-84.3385412
68238333,33.739049,-84.344733
68238336,33.737937,-84.344706
68238338,33.737357,-84.344716
68238339,33.736907,-84.34473
68238344,33.736359,-84.344739
68238358,33.7340541,-84.3447266
68238650,33.7987894,-84.3477351
68238672,33.7984562,-84.3445827
68238681,33.799048,-84.34282
68238716,33.8016589,-84.3423336
68242955,33.736105,-84.33125
68242957,33.735023,-84.331279
68244563,33.7515717,-84.3331786
68244570,33.7521053,-84.3331688
68245557,33.7534274,-84.3433811
68245559,33.7524761,-84.3434734
68245562,33.7505642,-84.3435457
68245575,33.7497476,-84.34223
68245630,33.7534092,-84.3386431
68245634,33.755424,-84.338645
68245638,33.757964,-84.338559
68245642,33.759678,-84.338528
68245644,33.7605747,-84.3385423
68245648,33.7616182,-84.3385369
68248429,33.764844,-84.335009
68248718,33.747316,-84.31451
68248724,33.7465332,-84.3144935
68248749,33.7444297,-84.3141634
68248757,33.7437701,-84.3146681
68248759,33.743674,-84.314764
68249334,33.7533144,-84.3480765
68249346,33.755436,-84.348278
68249586,33.7443392,-84.3428915
68249599,33.747558,-84.343193
68249610,33.7458368,-84.3432147
68249616,33.7443667,-84.3432262
68249618,33.7450699,-84.3432019
68250906,33.764919,-84.345546
68250916,33.76898,-84.345113
68250917,33.7700761,-84.3451948
68250927,33.764919,-84.345764
68253247,33.755284,-84.314733
68253254,33.756077,-84.314787
68253265,33.757863,-84.314792
68253267,33.761334,-84.314784
68254228,33.734991,-84.329953
68254230,33.734015,-84.329971
68254231,33.732695,-84.330011
68254232,33.73202,-84.329961
68257010,33.7644404,-84.3222857
68257011,33.7643527,-84.3219485
68257027,33.763778,-84.320376
68257037,33.764861,-84.318503
68258246,33.7482532,-84.3112291
68261077,33.802646,-84.345071
68261365,33.7482524,-84.3445995
68261798,33.722989,-84.332047
68262733,33.7191369,-84.32995
68265032,33.7689846,-84.3472001
68269264,33.755342,-84.325661
68269267,33.7552968,-84.3231683
68269272,33.7552611,-84.3217864
68269278,33.7552397,-84.3201385
68269284,33.755253,-84.318716
68269288,33.755231,-84.316619
68269309,33.75529,-84.313768
68270274,33.7531882,-84.32021
68270278,33.7531971,-84.3186972
68270281,33.753178,-84.316153
68270311,33.7535309,-84.3145527
68270313,33.7530053,-84.3132309
68270343,33.7523238,-84.3119203
68270356,33.7533657,-84.3217277
68270362,33.753378,-84.320208
68271800,33.7514089,-84.2984822
68271804,33.7501849,-84.2984904
68271808,33.7489259,-84.298489
68271812,33.747144,-84.298477
68271821,33.747147,-84.299188
68272683,33.7329459,-84.3480374
68272695,33.732922,-84.345838
68273874,33.764861,-84.336237
68273917,33.764848,-84.335192
68275254,33.7472702,-84.3083916
68275263,33.7510577,-84.3081951
68275384,33.736309,-84.337639
68275385,33.7352246,-84.3375423
68275388,33.7342112,-84.3374842
68275401,33.7417006,-84.337142
68275406,33.738986,-84.337515
68275408,33.7380347,-84.3375231
68277063,33.7511265,-84.3187775
68277064,33.7522649,-84.3187401
68277066,33.7543012,-84.3186413
68277189,33.756324,-84.33667
68277190,33.7563136,-84.3358434
68277956,33.739041,-84.341359
68277959,33.73899,-84.339355
68277961,33.7389337,-84.3350674
68278209,33.7458303,-84.3409378
68278218,33.7450152,-84.3409411
68278220,33.7441882,-84.3409546
68278229,33.7442275,-84.3414307
68278896,33.7568835,-84.3231869
68278898,33.756748,-84.321671
68278944,33.727138,-84.333363
68278980,33.725723,-84.332718
68279760,33.749408,-84.324276
68279762,33.749388,-84.323262
68279766,33.7493548,-84.3212543
68280241,33.7452749,-84.309741
68280251,33.745076,-84.3014955
68280261,33.744902,-84.294175
68280263,33.7448747,-84.2932601
68280265,33.7448252,-84.2919989
68280278,33.7447443,-84.2896062
68280717,33.7648707,-84.3417476
68280719,33.7659944,-84.3417153
68280721,33.766472,-84.3417003
68280723,33.767724,-84.3416892
68280726,33.7685593,-84.3416745
68280751,33.774511,-84.3417757
68280753,33.7751576,-84.3415508
68281636,33.722835,-84.331993
68281694,33.722698,-84.328159
68282034,33.757253,-84.316009
68282039,33.761435,-84.316275
68282043,33.7641444,-84.3167333
68282969,33.7390739,-84.3480474
68282971,33.739056,-84.346868
68282973,33.739043,-84.3458253
68285926,33.7511518,-84.3031021
68285946,33.7490561,-84.3029151
68285948,33.7483455,-84.3028904
68286883,33.7440877,-84.3398898
68286884,33.7440849,-84.3398238
68286889,33.7440443,-84.3387121
68286891,33.744037,-84.338269
68286902,33.7437374,-84.3348068
68293927,33.7380511,-84.3393842
68293928,33.737385,-84.339349
68293931,33.737043,-84.339065
68293938,33.736342,-84.338728
68293939,33.735216,-84.338691
68293949,33.7432692,-84.3383105
68294023,33.7485138,-84.3422521
68294025,33.7484895,-84.3397681
68294093,33.7534372,-84.3459016
68294095,33.7534224,-84.3420867
68294097,33.7534172,-84.3407347
68294102,33.753405,-84.3375701
68294108,33.7533699,-84.3284454
68294113,33.7528355,-84.3251407
68294115,33.7522967,-84.3240102
68294117,33.7520514,-84.323663
68294120,33.7514683,-84.3228379
68294128,33.7511481,-84.3216583
68294130,33.7511377,-84.3202634
68294132,33.7511183,-84.3176705
68294136,33.751093,-84.3142984
68294139,33.7510837,-84.3130577
68294143,33.751074,-84.311234
68294146,33.7510348,-84.3039503
68294156,33.7513091,-84.3013849
68294161,33.7515677,-84.2938646
68294585,33.737038,-84.335076
68294661,33.759708,-84.325903
68294677,33.756399,-84.325679
68295225,33.761876,-84.328949
68295227,33.761721,-84.328028
68296078,33.757264,-84.318508
68296083,33.758581,-84.318758
68296085,33.761633,-84.319193
68296086,33.76247,-84.319597
68296813,33.7461201,-84.3419291
68297408,33.7493561,-84.3481669
68297410,33.7493452,-84.3474812
68297414,33.7495849,-84.3474801
68298193,33.764796,-84.325072
68298204,33.766099,-84.323704
68298208,33.767197,-84.323697
68298411,33.7340409,-84.3435659
68298555,33.732727,-84.332161
68299022,33.744758,-84.316674
68299065,33.740635,-84.3143221
68299171,33.797563,-84.344185
68299173,33.7995192,-84.3449754
68299178,33.7998936,-84.3441332
68299196,33.802117,-84.344792
68299216,33.801553,-84.3442979
68299528,33.7581764,-84.3357481
68304705,33.762844,-84.328691
68304708,33.7636251,-84.328449
68304717,33.764858,-84.328663
68305065,33.736355,-84.339932
68306491,33.7769337,-84.3350036
68306550,33.7796942,-84.3328914
68306987,33.7450061,-84.3397877
68306990,33.7433235,-84.3399052
68306998,33.747539,-84.339696
68307004,33.7458544,-84.3397621
68307051,33.7449734,-84.3386633
68307059,33.747533,-84.338579
68307064,33.745841,-84.338624
68307735,33.764959,-84.347029
68307832,33.7340667,-84.3458388
68307835,33.73692,-84.345858
68307837,33.737968,-84.34586
68310358,33.763811,-84.335833
68310362,33.764857,-84.335818
68310484,33.735134,-84.339966
68310950,33.755426,-84.34585
68310952,33.7554124,-84.3438856
68310954,33.755415,-84.343354
68310956,33.7553987,-84.3420283
68310958,33.7554108,-84.3407321
68311171,33.76486,-84.337082
68313526,33.7738461,-84.3488524
68313549,33.7747054,-84.3450617
68313582,33.7740184,-84.3386027
68313596,33.7739951,-84.3359487
68313606,33.773685,-84.330874
68313854,33.765988,-84.340443
68313857,33.7665263,-84.3404459
68313869,33.754743,-84.314555
68314137,33.727926,-84.332369
68314140,33.7523048,-84.3216949
68314141,33.7531881,-84.3217222
68314142,33.756256,-84.32172
68314143,33.757198,-84.321629
68314144,33.760328,-84.321664
68314145,33.7611084,-84.321916
68315374,33.7340921,-84.348074
68317213,33.773184,-84.332794
68317338,33.7502162,-84.3481474
68317340,33.7502234,-84.3474853
68317394,33.752465,-84.3421612
68317395,33.7506821,-84.3422069
68317396,33.7505395,-84.3422125
68317403,33.7475614,-84.342258
68317902,33.7674853,-84.3330091
68317905,33.7674792,-84.3306514
68317907,33.767427,-84.32949
68317909,33.767408,-84.328372
68317911,33.767349,-84.326373
68319632,33.76629,-84.32846
68319813,33.7645449,-84.315584
68320012,33.723654,-84.332205
68322150,33.7790153,-84.334015
68322203,33.735085,-84.335668
68323438,33.7506805,-84.3407598
68323897,33.764867,-84.327896
68325227,33.7471982,-84.3036498
68325905,33.7633211,-84.3392696
68325907,33.764863,-84.339977
68325912,33.764856,-84.339416
68325915,33.765951,-84.339411
68325917,33.7685,-84.339344
68328121,33.76628,-84.32702
68332164,33.765603,-84.31887
68332181,33.766047,-84.319626
68332311,33.764858,-84.332997
68332314,33.769018,-84.333022
68332317,33.770528,-84.333034
68332339,33.773381,-84.331386
68334046,33.7501853,-84.3013842
68334048,33.7502082,-84.296089
68334374,33.764914,-84.343248
68334951,33.7473139,-84.3153605
68336548,33.721587,-84.331574
68337609,33.7473005,-84.3112299
68337951,33.7475564,-84.3419295
68337953,33.745831,-84.341929
68338890,33.75785,-84.313795
68338944,33.7379759,-84.3480614
68338947,33.7379894,-84.3472066
68339759,33.770283,-84.343414
68339796,33.726895,-84.33326
68345663,33.764845,-84.330605
68345666,33.768996,-84.330648
68345668,33.770519,-84.330677
68345670,33.771609,-84.330667
68347029,33.724297,-84.325906
68352693,33.756358,-84.323184
68355722,33.7489711,-84.3013765
68355730,33.7483784,-84.3014773
68355740,33.7476698,-84.3021965
68355751,33.7471942,-84.3026597
68355802,33.7945666,-84.3477663
68358079,33.7489262,-84.2961303
68358081,33.748839,-84.293996
68358864,33.7400617,-84.2934202
68358875,33.7400705,-84.2912257
68358882,33.740757,-84.293383
68360494,33.7624197,-84.3249555
68361029,33.7483912,-84.3051845
68361603,33.747432,-84.3332498
68361654,33.7379824,-84.3350761
68361975,33.7413089,-84.2933719
68363766,33.727925,-84.333737
68365194,33.7498742,-84.3206123
68365210,33.7493804,-84.3176943
68365997,33.741822,-84.290804
68367854,33.7509719,-84.32467
68367940,33.7654019,-84.3126041
68368527,33.725371,-84.332557
68368550,33.720614,-84.330992
68368558,33.718611,-84.329934
68368967,33.751065,-84.347459
68369689,33.751092,-84.348134
68369691,33.7476098,-84.3481615
68373119,33.738099,-84.341373
68373314,33.7746237,-84.3382967
68374063,33.764973,-84.348061
68374066,33.764947,-84.346857
68374068,33.764906,-84.344731
68374070,33.7649019,-84.3443584
68374072,33.764846,-84.333928
68374074,33.76486,-84.332176
68374077,33.76486,-84.329495
68374090,33.764447,-84.322712
68378800,33.745371,-84.3451689
68383193,33.758533,-84.320165
68383195,33.7586153,-84.3177236
68383200,33.7586367,-84.3171828
68385112,33.803591,-84.339814
68385130,33.7543921,-84.3115718
68387279,33.7604585,-84.3418966
68390029,33.7603869,-84.3438007
68390036,33.760591,-84.3406878
68390857,33.7414446,-84.3131298
68391029,33.7642772,-84.3227043
68391785,33.7554109,-84.3337019
68392069,33.74335,-84.333399
68394104,33.763764,-84.332163
68399082,33.7990618,-84.3467249
68399109,33.8009256,-84.3449591
68399145,33.802497,-84.341175
68402232,33.8454066,-84.3481864
68403621,33.7601424,-84.3138268
68407903,33.7529605,-84.3112672
68407942,33.7534489,-84.3106771
68409147,33.766497,-84.343205
68410441,33.7471704,-84.3014317
68412643,33.7506837,-84.3331896
68418076,33.750338,-84.338451
68418081,33.750628,-84.337572
68426323,33.792716,-84.3484777
68426335,33.7925303,-84.3454598
68428051,33.756179,-84.320104
68428938,33.726338,-84.327816
68428949,33.725175,-84.326506
68429122,33.7472834,-84.3097488
68430082,33.741452,-84.291864
68432326,33.7559549,-84.3407308
68432329,33.7563463,-84.3407214
68432987,33.760929,-84.343771
68433829,33.7617632,-84.3207642
68433838,33.7647998,-84.3138489
68435902,33.757212,-84.320125
68439240,33.7472463,-84.3066373
68439676,33.755985,-84.339744
68441620,33.747207,-84.30514
68443566,33.7248074,-84.3274373
68443672,33.7471243,-84.2962324
68444472,33.75637,-84.34019
68444885,33.7532264,-84.3231884
68444892,33.7522827,-84.3202153
68445495,33.7506023,-84.3292233
68445863,33.793468,-84.345487
68445871,33.7936559,-84.3481177
68446916,33.7474168,-84.3285741
68446918,33.7473407,-84.3208162
68446935,33.747096,-84.294068
68447093,33.804589,-84.337925
68449640,33.7500836,-84.3373014
68449756,33.760593,-84.320416
68451487,33.7368889,-84.3480684
68459705,33.7341977,-84.337022
68460189,33.7524968,-84.3445932
68461072,33.7492201,-84.3386482
69097016,33.739621,-84.443016
69097022,33.738481,-84.443106
69097029,33.804262,-84.442923
69097032,33.804258,-84.444459
69097035,33.804267,-84.445185
69097064,33.8043703,-84.4386867
69097066,33.804333,-84.438956
69097091,33.765318,-84.391904
69097092,33.765317,-84.393102
69097094,33.76533,-84.3945719
69097096,33.765336,-84.395332
69097099,33.765343,-84.396128
69097101,33.765353,-84.39738
69097186,33.8784957,-84.3673795
69097188,33.878781,-84.3664757
69097198,33.7700437,-84.4084543
69097208,33.7725767,-84.4082988
69097339,33.860106,-84.350431
69097367,33.728095,-84.39921
69097370,33.728097,-84.400009
69097372,33.728098,-84.400799
69097374,33.728097,-84.401622
69097376,33.728103,-84.402409
69097379,33.728108,-84.403181
69097381,33.728114,-84.403997
69097384,33.72812,-84.40483
69097386,33.728128,-84.405975
69097388,33.728135,-84.406969
69097390,33.728143,-84.407972
69097410,33.80553,-84.37465
69097411,33.8055395,-84.3732631
69097417,33.805442,-84.367368
69097473,33.877304,-84.425486
69097486,33.877606,-84.431031
69097491,33.7512911,-84.4528372
69097494,33.751749,-84.452815
69097496,33.752902,-84.452778
69097500,33.75419,-84.452772
69097788,33.6549822,-84.3650029
69097792,33.6532801,-84.3671184
69097805,33.6533869,-84.3675881
69097850,33.6494679,-84.3692544
69097854,33.6529354,-84.3678427
69097867,33.6536463,-84.3678294
69098235,33.760953,-84.488288
69098257,33.7988052,-84.4886965
69098284,33.824751,-84.349231
69098296,33.823371,-84.351868
69098331,33.823538,-84.352586
69098973,33.789354,-84.382576
69098997,33.788827,-84.382033
69099064,33.7645998,-84.3564828
69099107,33.7671517,-84.3585496
69099391,33.6972807,-84.4068962
69099486,33.6946134,-84.4039366
69099495,33.6933395,-84.403005
69099497,33.6915285,-84.4015217
69099501,33.6891923,-84.3994002
69099518,33.6844139,-84.3986487
69099533,33.7422785,-84.4032569
69099572,33.692546,-84.5155433
69099573,33.6923213,-84.5150666
69099581,33.6919787,-84.514562
69099601,33.694086,-84.515188
69099633,33.694192,-84.515991
69099699,33.6931177,-84.5154205
69099704,33.6928154,-84.515487
69099722,33.692002,-84.515849
69099751,33.6912846,-84.5145876
69099768,33.692678,-84.514449
69100222,33.786168,-84.45641
69100225,33.78654,-84.456307
69100647,33.7863953,-84.4923692
69100648,33.7866474,-84.4921794
69100686,33.817877,-84.424081
69100804,33.7440747,-84.3582297
69100806,33.7465902,-84.3581941
69100881,33.738868,-84.456214
69100884,33.738872,-84.456484
69100903,33.688234,-84.501326
69101050,33.7004372,-84.4036078
69101080,33.6969493,-84.404945
69101139,33.6965458,-84.4052751
69101152,33.6972754,-84.4051705
69101165,33.7012778,-84.4045337
69101351,33.780796,-84.4506129
69101353,33.781622,-84.45081
69101388,33.764332,-84.355603
69101484,33.8535989,-84.3595029
69101504,33.8519098,-84.3578537
69102238,33.8311205,-84.4269614
69102631,33.8626487,-84.4363794
69102633,33.8624169,-84.4365877
69102642,33.7957391,-84.3877485
69102804,33.680252,-84.400242
69102806,33.680417,-84.399901
69102811,33.6812649,-84.4065454
69102859,33.6781879,-84.4051574
69102865,33.677441,-84.395997
69102873,33.67935,-84.396104
69102879,33.677123,-84.406177
69102888,33.676059,-84.406413
69102961,33.6811368,-84.39995
69102984,33.6770331,-84.3982071
69102997,33.6814368,-84.3989298
69102998,33.6848212,-84.3991346
69103013,33.6863703,-84.3992069
69103026,33.6884962,-84.4010942
69103035,33.6919253,-84.4031066
69103036,33.6927943,-84.4037127
69103052,33.696006,-84.40727
69103079,33.8466439,-84.4285278
69103099,33.8485077,-84.4307141
69103145,33.837989,-84.409254
69103508,33.7249591,-84.3939605
69103593,33.837621,-84.436192
69103784,33.6818961,-84.4907733
69103961,33.7428069,-84.3793206
69103972,33.7432633,-84.3759952
69104129,33.697874,-84.421226
69104138,33.6980799,-84.4183988
69104153,33.697432,-84.415136
69104162,33.696865,-84.412733
69104185,33.69723,-84.411817
69104944,33.871202,-84.4476493
69104946,33.8709716,-84.4478485
69104968,33.8696044,-84.448347
69104969,33.8694553,-84.448327
69104977,33.8692793,-84.4483799
69104980,33.869419,-84.4486363
69105095,33.6901233,-84.4993956
69105146,33.6897616,-84.4999593
69105185,33.65318,-84.396946
69105222,33.690067,-84.496468
69105258,33.686473,-84.4998898
69105590,33.6550404,-84.3949074
69105603,33.668494,-84.38514
69105614,33.6675037,-84.3850804
69105629,33.7449152,-84.3966014
69105678,33.7428152,-84.3923239
69105758,33.7399384,-84.3920961
69105776,33.7420202,-84.391094
69105822,33.7435228,-84.3876208
69105906,33.7419195,-84.3922396
69105918,33.7431799,-84.4038111
69106071,33.8109056,-84.3689325
69106080,33.8110952,-84.368918
69106222,33.811804,-84.3667238
69106237,33.8326318,-84.425681
69106241,33.8327718,-84.4259125
69106268,33.8303171,-84.4256471
69106273,33.8633529,-84.4379465
69106280,33.8651703,-84.4390956
